ticket_id,created_at,category,severity,assigned_group,resolution_days,sla_breach
50423,2025-01-08 12:00:00,Network,Medium,Team B,7.33,1
50424,2025-05-07 08:00:00,Network,Low,Team D,0.78,0
50425,2025-05-29 12:00:00,Access,Medium,Team B,0.15,0
50426,2025-02-14 11:00:00,Endpoint,Medium,Team B,1.13,0
50427,2025-05-01 10:00:00,Application,Low,Team B,1.56,0
50428,2025-02-08 17:00:00,Endpoint,Low,Team B,1.73,0
50429,2025-02-10 03:00:00,Access,High,Team C,2.68,0
50430,2025-05-20 13:00:00,Access,Low,Team C,4.57,1
50431,2025-05-27 12:00:00,Endpoint,Low,Team B,1.39,0
50432,2025-05-12 12:00:00,Endpoint,Medium,Team A,0.31,0
50433,2025-04-29 08:00:00,Network,Low,Team A,1.03,0
50434,2025-03-30 14:00:00,Access,High,Team D,0.34,0
50435,2025-06-12 10:00:00,Endpoint,Medium,Team C,0.4,0
50436,2025-03-15 07:00:00,Application,Low,Team D,0.0,0
50437,2025-03-03 15:00:00,Application,Low,Team D,5.31,1
50438,2025-02-10 16:00:00,Network,Low,Team C,2.74,0
50439,2025-02-10 00:00:00,Network,Low,Team B,0.21,0
50440,2025-05-23 19:00:00,Endpoint,Low,Team A,5.05,1
50441,2025-06-12 11:00:00,Application,Low,Team D,4.09,1
50442,2025-01-04 08:00:00,Access,Low,Team A,4.81,1
50443,2025-04-30 03:00:00,Database,Medium,Team B,0.2,0
50444,2025-03-11 00:00:00,Application,Low,Team D,0.17,0
50445,2025-04-17 05:00:00,Access,Low,Team A,0.14,0
50446,2025-02-14 15:00:00,Application,Medium,Team C,6.82,1
50447,2025-03-11 04:00:00,Endpoint,Medium,Team D,2.16,0
50448,2025-04-24 00:00:00,Database,High,Team B,0.39,0
50449,2025-04-13 08:00:00,Database,Medium,Team D,5.29,1
50450,2025-02-04 08:00:00,Endpoint,Low,Team D,1.17,0
50451,2025-05-09 12:00:00,Endpoint,Medium,Team A,3.08,1
50452,2025-03-19 20:00:00,Network,Critical,Team A,2.02,0
50453,2025-06-10 11:00:00,Access,High,Team C,2.1,0
50454,2025-02-11 03:00:00,Access,Medium,Team B,1.16,0
50455,2025-01-08 22:00:00,Network,Medium,Team C,1.0,0
50456,2025-02-12 15:00:00,Access,Medium,Team A,0.35,0
50457,2025-06-21 19:00:00,Database,Low,Team B,0.15,0
50458,2025-05-18 06:00:00,Application,Medium,Team C,5.26,1
50459,2025-05-10 17:00:00,Database,Medium,Team D,5.52,1
50460,2025-06-02 15:00:00,Network,Low,Team C,2.05,0
50461,2025-03-28 21:00:00,Access,High,Team B,0.98,0
50462,2025-02-18 04:00:00,Access,Low,Team D,0.05,0
50463,2025-03-13 07:00:00,Application,Low,Team A,1.19,0
50464,2025-01-07 18:00:00,Application,Low,Team D,2.15,0
50465,2025-04-27 10:00:00,Application,Low,Team B,0.71,0
50466,2025-01-03 05:00:00,Database,Medium,Team D,0.84,0
50467,2025-01-16 13:00:00,Network,Low,Team C,1.28,0
50468,2025-02-06 12:00:00,Network,Medium,Team C,1.37,0
50469,2025-04-26 15:00:00,Network,Low,Team D,2.72,0
50470,2025-06-05 09:00:00,Database,Medium,Team B,1.39,0
50471,2025-04-30 09:00:00,Endpoint,Low,Team B,3.73,1
50472,2025-04-22 20:00:00,Access,High,Team B,1.32,0
50473,2025-04-23 20:00:00,Database,High,Team B,0.06,0
50474,2025-05-18 00:00:00,Network,Low,Team C,0.3,0
50475,2025-01-02 15:00:00,Database,Medium,Team B,2.53,0
50476,2025-03-10 22:00:00,Database,Critical,Team B,1.2,0
50477,2025-02-03 05:00:00,Endpoint,Low,Team D,1.24,0
50478,2025-01-30 13:00:00,Application,Low,Team D,7.63,1
50479,2025-01-02 00:00:00,Network,Medium,Team C,1.69,0
50480,2025-06-18 21:00:00,Database,Medium,Team C,0.25,0
50481,2025-03-30 02:00:00,Application,High,Team C,1.14,0
50482,2025-04-25 08:00:00,Access,Medium,Team B,1.65,0
50483,2025-04-08 22:00:00,Access,Medium,Team D,0.08,0
50484,2025-06-25 00:00:00,Access,High,Team D,0.91,0
50485,2025-04-23 16:00:00,Database,Low,Team B,6.87,1
50486,2025-03-02 16:00:00,Database,Medium,Team A,2.78,0
50487,2025-02-14 17:00:00,Endpoint,High,Team B,0.93,0
50488,2025-02-21 11:00:00,Network,Medium,Team A,0.61,0
50489,2025-05-21 06:00:00,Application,Low,Team B,0.67,0
50490,2025-03-28 00:00:00,Access,Medium,Team C,3.53,1
50491,2025-05-23 18:00:00,Application,Low,Team A,1.03,0
50492,2025-02-12 08:00:00,Endpoint,Critical,Team A,3.71,1
50493,2025-03-26 01:00:00,Access,Low,Team C,4.79,1
50494,2025-05-23 15:00:00,Application,Medium,Team A,1.25,0
50495,2025-04-12 01:00:00,Network,Low,Team D,5.81,1
50496,2025-06-21 21:00:00,Network,Medium,Team B,0.71,0
50497,2025-06-26 02:00:00,Endpoint,Low,Team A,0.6,0
50498,2025-06-25 18:00:00,Application,High,Team C,0.23,0
50499,2025-02-08 07:00:00,Endpoint,Medium,Team B,0.56,0
50500,2025-06-09 18:00:00,Endpoint,High,Team A,2.96,0
50501,2025-06-18 19:00:00,Endpoint,Medium,Team B,1.03,0
50502,2025-06-23 17:00:00,Database,Low,Team A,0.32,0
50503,2025-05-28 15:00:00,Network,Low,Team D,0.23,0
50504,2025-01-05 14:00:00,Database,Low,Team C,1.35,0
50505,2025-06-07 14:00:00,Database,Low,Team D,1.55,0
50506,2025-04-03 16:00:00,Network,Low,Team D,3.17,1
50507,2025-05-09 19:00:00,Endpoint,Low,Team A,2.51,0
50508,2025-04-04 20:00:00,Application,Medium,Team D,0.37,0
50509,2025-05-30 17:00:00,Endpoint,Critical,Team C,0.65,0
50510,2025-05-09 08:00:00,Endpoint,Medium,Team B,2.37,0
50511,2025-03-24 22:00:00,Database,Low,Team B,0.4,0
50512,2025-06-14 11:00:00,Application,Medium,Team B,3.25,1
50513,2025-06-01 22:00:00,Network,Low,Team A,2.14,0
50514,2025-03-30 15:00:00,Access,Medium,Team C,1.54,0
50515,2025-03-07 07:00:00,Network,Medium,Team A,2.07,0
50516,2025-05-30 11:00:00,Application,Low,Team D,0.21,0
50517,2025-04-01 13:00:00,Network,High,Team C,1.59,0
50518,2025-04-11 22:00:00,Database,Medium,Team D,1.2,0
50519,2025-06-26 22:00:00,Application,Medium,Team C,1.44,0
50520,2025-06-29 17:00:00,Access,Low,Team B,0.82,0
50521,2025-06-06 11:00:00,Access,Low,Team C,1.26,0
50522,2025-02-20 18:00:00,Application,Medium,Team A,4.3,1
50523,2025-03-02 09:00:00,Network,High,Team B,0.85,0
50524,2025-03-08 03:00:00,Access,Medium,Team C,0.09,0
50525,2025-06-16 00:00:00,Application,Low,Team A,0.59,0
50526,2025-05-11 15:00:00,Application,Medium,Team A,1.21,0
50527,2025-04-03 12:00:00,Application,Low,Team D,1.52,0
50528,2025-01-17 12:00:00,Endpoint,Low,Team B,1.11,0
50529,2025-06-05 17:00:00,Network,High,Team C,3.5,1
50530,2025-01-31 23:00:00,Application,Medium,Team C,4.93,1
50531,2025-03-02 13:00:00,Application,Medium,Team B,1.33,0
50532,2025-03-26 01:00:00,Endpoint,Low,Team D,0.16,0
50533,2025-06-22 18:00:00,Database,Low,Team D,1.09,0
50534,2025-05-17 22:00:00,Endpoint,Low,Team B,0.4,0
50535,2025-03-18 01:00:00,Application,Medium,Team B,0.67,0
50536,2025-04-22 03:00:00,Network,Low,Team B,3.58,1
50537,2025-05-31 11:00:00,Endpoint,Low,Team A,1.53,0
50538,2025-04-07 18:00:00,Application,Low,Team B,3.53,1
50539,2025-04-20 15:00:00,Network,Medium,Team D,8.48,1
50540,2025-03-23 09:00:00,Endpoint,Medium,Team C,1.58,0
50541,2025-01-16 01:00:00,Access,Low,Team C,4.87,1
50542,2025-01-17 15:00:00,Network,Low,Team D,2.3,0
50543,2025-06-02 06:00:00,Application,Low,Team C,0.21,0
50544,2025-02-03 02:00:00,Network,Medium,Team D,1.08,0
50545,2025-01-24 10:00:00,Network,Low,Team A,2.15,0
50546,2025-05-12 11:00:00,Application,Low,Team C,2.44,0
50547,2025-04-05 18:00:00,Access,Medium,Team A,3.94,1
50548,2025-03-28 00:00:00,Network,Medium,Team C,2.03,0
50549,2025-01-10 03:00:00,Application,High,Team B,0.19,0
50550,2025-04-20 15:00:00,Network,Low,Team A,0.31,0
50551,2025-04-15 03:00:00,Database,Medium,Team A,0.8,0
50552,2025-03-26 00:00:00,Access,Medium,Team A,0.7,0
50553,2025-01-27 01:00:00,Database,Low,Team D,0.5,0
50554,2025-03-11 08:00:00,Network,Critical,Team C,1.92,0
50555,2025-05-20 05:00:00,Access,Medium,Team B,1.12,0
50556,2025-02-07 14:00:00,Application,Low,Team D,2.31,0
50557,2025-01-03 15:00:00,Database,Medium,Team C,0.98,0
50558,2025-03-24 23:00:00,Access,Low,Team A,0.64,0
50559,2025-03-22 07:00:00,Access,High,Team D,1.6,0
50560,2025-02-09 13:00:00,Network,Low,Team B,0.2,0
50561,2025-01-19 06:00:00,Database,High,Team A,8.96,1
50562,2025-02-07 08:00:00,Application,High,Team D,2.13,0
50563,2025-03-28 15:00:00,Endpoint,Low,Team A,0.26,0
50564,2025-01-01 00:00:00,Network,Medium,Team C,1.95,0
50565,2025-06-17 01:00:00,Access,Low,Team C,0.15,0
50566,2025-05-08 05:00:00,Database,Low,Team B,1.41,0
50567,2025-04-26 03:00:00,Endpoint,Low,Team C,0.69,0
50568,2025-04-20 17:00:00,Access,Medium,Team C,2.41,0
50569,2025-06-26 23:00:00,Database,Low,Team C,1.34,0
50570,2025-05-24 00:00:00,Database,Low,Team A,3.08,1
50571,2025-04-11 17:00:00,Endpoint,Low,Team A,0.52,0
50572,2025-03-12 02:00:00,Access,High,Team C,2.14,0
50573,2025-01-24 10:00:00,Endpoint,Medium,Team A,2.33,0
50574,2025-01-11 17:00:00,Application,High,Team C,1.3,0
50575,2025-02-10 04:00:00,Network,High,Team B,3.91,1
50576,2025-06-28 13:00:00,Network,Low,Team D,0.32,0
50577,2025-03-18 17:00:00,Application,Medium,Team D,2.84,0
50578,2025-06-11 11:00:00,Access,Medium,Team C,0.28,0
50579,2025-06-20 13:00:00,Endpoint,Medium,Team B,0.34,0
50580,2025-04-21 14:00:00,Network,Low,Team C,0.45,0
50581,2025-06-16 00:00:00,Application,Medium,Team D,2.16,0
50582,2025-03-26 13:00:00,Database,Low,Team B,2.04,0
50583,2025-06-08 23:00:00,Network,High,Team A,1.18,0
50584,2025-03-19 21:00:00,Network,High,Team D,0.76,0
50585,2025-01-16 17:00:00,Application,Low,Team D,1.9,0
50586,2025-04-10 16:00:00,Endpoint,Low,Team C,0.31,0
50587,2025-04-30 02:00:00,Network,Low,Team B,1.98,0
50588,2025-02-05 08:00:00,Endpoint,Low,Team B,0.02,0
50589,2025-02-02 11:00:00,Application,Low,Team A,0.31,0
50590,2025-05-23 03:00:00,Database,High,Team B,2.46,0
50591,2025-02-06 01:00:00,Network,Low,Team C,4.14,1
50592,2025-06-01 15:00:00,Endpoint,Medium,Team B,0.16,0
50593,2025-03-22 10:00:00,Endpoint,Medium,Team B,2.04,0
50594,2025-01-23 10:00:00,Access,High,Team B,0.13,0
50595,2025-06-17 21:00:00,Endpoint,Low,Team A,4.22,1
50596,2025-02-16 01:00:00,Endpoint,High,Team A,0.99,0
50597,2025-03-15 13:00:00,Application,Low,Team D,2.7,0
50598,2025-03-15 03:00:00,Endpoint,High,Team D,0.38,0
50599,2025-01-10 17:00:00,Access,Low,Team A,3.95,1
50600,2025-05-16 23:00:00,Database,Low,Team B,1.12,0
50601,2025-06-05 15:00:00,Access,Low,Team A,0.47,0
50602,2025-06-03 12:00:00,Database,Critical,Team A,1.7,0
50603,2025-02-07 08:00:00,Network,Low,Team C,0.68,0
50604,2025-05-30 19:00:00,Database,Medium,Team B,0.68,0
50605,2025-01-12 11:00:00,Database,Medium,Team A,0.24,0
50606,2025-01-17 18:00:00,Access,Low,Team C,0.48,0
50607,2025-04-06 21:00:00,Application,Low,Team D,3.2,1
50608,2025-05-08 00:00:00,Application,Low,Team C,1.48,0
50609,2025-04-18 16:00:00,Database,Low,Team B,0.88,0
50610,2025-06-27 10:00:00,Access,Medium,Team D,5.3,1
50611,2025-03-29 22:00:00,Application,Low,Team D,3.19,1
50612,2025-01-11 02:00:00,Application,Low,Team B,0.74,0
50613,2025-04-08 22:00:00,Access,Low,Team D,0.23,0
50614,2025-02-10 02:00:00,Database,Medium,Team D,0.41,0
50615,2025-02-17 11:00:00,Network,Medium,Team C,2.25,0
50616,2025-04-09 15:00:00,Access,Low,Team D,1.66,0
50617,2025-02-13 13:00:00,Access,Medium,Team B,7.9,1
50618,2025-03-03 22:00:00,Access,Low,Team D,0.03,0
50619,2025-02-10 04:00:00,Database,High,Team C,4.19,1
50620,2025-04-22 01:00:00,Database,High,Team A,0.03,0
50621,2025-03-25 19:00:00,Access,Medium,Team D,1.11,0
50622,2025-05-22 23:00:00,Application,Medium,Team B,4.97,1
50623,2025-01-16 09:00:00,Network,Medium,Team A,2.15,0
50624,2025-02-28 02:00:00,Endpoint,Low,Team D,1.75,0
50625,2025-02-04 12:00:00,Access,Low,Team B,0.75,0
50626,2025-03-28 11:00:00,Access,Medium,Team C,6.77,1
50627,2025-05-01 16:00:00,Database,Medium,Team A,0.37,0
50628,2025-01-08 14:00:00,Database,Low,Team C,0.63,0
50629,2025-01-16 15:00:00,Endpoint,Low,Team C,1.21,0
50630,2025-03-18 05:00:00,Database,Low,Team C,0.27,0
50631,2025-06-16 06:00:00,Database,Medium,Team B,1.1,0
50632,2025-01-09 17:00:00,Application,Medium,Team B,0.08,0
50633,2025-06-21 23:00:00,Network,Low,Team C,5.16,1
50634,2025-03-29 03:00:00,Application,High,Team C,0.78,0
50635,2025-02-06 21:00:00,Access,Medium,Team B,2.01,0
50636,2025-06-04 10:00:00,Application,Medium,Team D,4.09,1
50637,2025-02-11 10:00:00,Endpoint,High,Team A,3.41,1
50638,2025-04-14 17:00:00,Application,Low,Team B,4.13,1
50639,2025-04-21 21:00:00,Database,Medium,Team D,2.55,0
50640,2025-05-27 11:00:00,Endpoint,Medium,Team B,0.43,0
50641,2025-06-19 06:00:00,Endpoint,Medium,Team B,0.91,0
50642,2025-02-26 10:00:00,Access,Low,Team A,1.44,0
50643,2025-04-28 11:00:00,Access,High,Team B,0.82,0
50644,2025-03-22 06:00:00,Database,Low,Team D,6.21,1
50645,2025-01-10 12:00:00,Network,Medium,Team B,3.29,1
50646,2025-05-14 19:00:00,Endpoint,Critical,Team A,3.21,1
50647,2025-06-12 22:00:00,Database,Low,Team B,0.9,0
50648,2025-06-22 21:00:00,Access,Low,Team C,2.81,0
50649,2025-04-20 23:00:00,Access,Critical,Team A,1.9,0
50650,2025-02-23 22:00:00,Network,Low,Team B,0.94,0
50651,2025-06-26 01:00:00,Endpoint,Medium,Team C,0.74,0
50652,2025-03-06 12:00:00,Endpoint,Low,Team C,3.11,1
50653,2025-01-22 12:00:00,Database,Medium,Team A,1.82,0
50654,2025-05-26 08:00:00,Network,Low,Team A,0.08,0
50655,2025-05-08 07:00:00,Application,Low,Team B,0.04,0
50656,2025-05-06 09:00:00,Database,Medium,Team D,3.69,1
50657,2025-03-24 12:00:00,Endpoint,Low,Team A,0.19,0
50658,2025-01-10 08:00:00,Database,Low,Team B,1.47,0
50659,2025-04-04 18:00:00,Database,Low,Team C,1.88,0
50660,2025-05-01 22:00:00,Database,High,Team C,4.95,1
50661,2025-05-05 05:00:00,Database,Low,Team B,1.45,0
50662,2025-01-06 15:00:00,Endpoint,High,Team A,0.43,0
50663,2025-06-11 11:00:00,Network,Low,Team B,0.6,0
50664,2025-02-13 20:00:00,Network,Medium,Team B,0.1,0
50665,2025-02-27 06:00:00,Access,Medium,Team A,0.5,0
50666,2025-05-07 13:00:00,Access,Low,Team D,3.38,1
50667,2025-02-26 07:00:00,Application,Medium,Team D,2.83,0
50668,2025-06-13 17:00:00,Network,Low,Team D,0.17,0
50669,2025-02-28 01:00:00,Database,High,Team B,1.31,0
50670,2025-01-16 10:00:00,Access,Medium,Team A,0.72,0
50671,2025-03-11 03:00:00,Database,Low,Team D,2.1,0
50672,2025-02-08 09:00:00,Application,Medium,Team A,6.51,1
50673,2025-05-24 11:00:00,Network,High,Team D,1.99,0
50674,2025-02-23 04:00:00,Endpoint,Medium,Team C,2.74,0
50675,2025-06-14 06:00:00,Application,Low,Team C,1.02,0
50676,2025-04-14 14:00:00,Endpoint,Medium,Team A,0.07,0
50677,2025-01-26 01:00:00,Network,Medium,Team D,1.08,0
50678,2025-03-28 01:00:00,Endpoint,High,Team A,1.43,0
50679,2025-01-10 02:00:00,Network,Low,Team A,1.36,0
50680,2025-02-20 01:00:00,Database,Low,Team A,0.53,0
50681,2025-01-09 16:00:00,Application,High,Team B,1.29,0
50682,2025-03-18 12:00:00,Database,Low,Team D,2.53,0
50683,2025-05-14 14:00:00,Network,Low,Team D,0.75,0
50684,2025-01-09 18:00:00,Network,Medium,Team A,2.01,0
50685,2025-06-05 18:00:00,Database,Critical,Team C,0.33,0
50686,2025-05-31 23:00:00,Database,Low,Team A,0.65,0
50687,2025-01-12 08:00:00,Database,Medium,Team C,4.31,1
50688,2025-03-13 22:00:00,Application,Medium,Team D,1.97,0
50689,2025-05-30 03:00:00,Application,Low,Team D,0.18,0
50690,2025-04-26 21:00:00,Network,Low,Team A,0.61,0
50691,2025-01-21 21:00:00,Access,Low,Team B,10.22,1
50692,2025-06-09 09:00:00,Database,Low,Team D,0.63,0
50693,2025-06-14 08:00:00,Endpoint,Low,Team D,1.74,0
50694,2025-03-20 01:00:00,Endpoint,Low,Team D,1.6,0
50695,2025-02-16 05:00:00,Endpoint,Medium,Team B,1.03,0
50696,2025-04-03 19:00:00,Database,Critical,Team D,0.07,0
50697,2025-05-08 16:00:00,Access,Critical,Team A,0.67,0
50698,2025-05-12 07:00:00,Access,Medium,Team C,6.13,1
50699,2025-02-26 05:00:00,Application,High,Team D,0.04,0
50700,2025-01-01 08:00:00,Access,High,Team D,2.52,0
50701,2025-05-26 19:00:00,Endpoint,High,Team B,4.47,1
50702,2025-06-28 15:00:00,Endpoint,Medium,Team C,2.87,0
50703,2025-02-16 09:00:00,Database,Medium,Team C,0.78,0
50704,2025-05-26 11:00:00,Application,Low,Team B,1.47,0
50705,2025-05-25 20:00:00,Network,Medium,Team A,4.04,1
50706,2025-01-29 04:00:00,Application,Low,Team D,7.41,1
50707,2025-04-26 12:00:00,Network,Medium,Team C,0.2,0
50708,2025-02-27 15:00:00,Application,Medium,Team C,0.27,0
50709,2025-04-04 10:00:00,Access,Low,Team A,6.24,1
50710,2025-01-21 18:00:00,Application,High,Team A,4.12,1
50711,2025-03-10 08:00:00,Database,Low,Team D,0.47,0
50712,2025-03-19 06:00:00,Network,Low,Team B,7.02,1
50713,2025-06-27 01:00:00,Access,Low,Team B,0.47,0
50714,2025-02-14 13:00:00,Access,Low,Team A,0.19,0
50715,2025-06-28 04:00:00,Application,Critical,Team A,2.29,0
50716,2025-03-08 11:00:00,Access,Low,Team C,1.55,0
50717,2025-06-09 11:00:00,Endpoint,Low,Team A,0.55,0
50718,2025-05-10 07:00:00,Endpoint,Low,Team C,5.27,1
50719,2025-01-15 10:00:00,Endpoint,Low,Team B,1.04,0
50720,2025-04-03 14:00:00,Application,Low,Team B,1.03,0
50721,2025-02-04 12:00:00,Network,Medium,Team C,2.0,0
50722,2025-03-09 21:00:00,Application,Low,Team D,0.52,0
50723,2025-05-14 09:00:00,Database,Medium,Team B,1.77,0
50724,2025-03-12 06:00:00,Access,Medium,Team D,0.91,0
50725,2025-03-03 11:00:00,Endpoint,Low,Team C,2.37,0
50726,2025-03-02 04:00:00,Application,Critical,Team D,0.57,0
50727,2025-04-23 10:00:00,Application,Medium,Team C,0.41,0
50728,2025-05-23 20:00:00,Access,Low,Team C,0.57,0
50729,2025-06-12 18:00:00,Application,Critical,Team A,5.5,1
50730,2025-01-26 23:00:00,Endpoint,High,Team B,3.78,1
50731,2025-01-07 13:00:00,Access,Medium,Team B,3.53,1
50732,2025-01-24 16:00:00,Network,Medium,Team C,3.03,1
50733,2025-06-18 22:00:00,Endpoint,Medium,Team D,2.03,0
50734,2025-05-31 16:00:00,Database,Critical,Team A,0.21,0
50735,2025-06-12 16:00:00,Database,Low,Team D,0.79,0
50736,2025-06-21 00:00:00,Access,Low,Team B,1.65,0
50737,2025-04-20 20:00:00,Endpoint,Low,Team D,0.22,0
50738,2025-03-26 23:00:00,Endpoint,Low,Team A,0.06,0
50739,2025-04-30 04:00:00,Endpoint,Low,Team D,0.2,0
50740,2025-06-24 14:00:00,Database,Low,Team B,0.23,0
50741,2025-02-24 04:00:00,Access,Low,Team C,0.23,0
50742,2025-05-04 17:00:00,Database,Low,Team B,0.42,0
50743,2025-05-07 08:00:00,Application,Medium,Team A,1.38,0
50744,2025-06-25 12:00:00,Network,Medium,Team C,0.67,0
50745,2025-03-03 15:00:00,Database,Low,Team A,3.93,1
50746,2025-06-14 18:00:00,Access,Low,Team B,4.18,1
50747,2025-04-09 20:00:00,Database,Low,Team D,5.06,1
50748,2025-03-22 23:00:00,Application,Low,Team B,1.27,0
50749,2025-01-04 01:00:00,Application,Low,Team D,2.97,0
50750,2025-06-12 15:00:00,Application,High,Team C,1.79,0
50751,2025-03-02 02:00:00,Application,High,Team D,0.31,0
50752,2025-06-16 05:00:00,Network,Low,Team D,2.02,0
50753,2025-06-12 06:00:00,Endpoint,Low,Team C,3.63,1
50754,2025-06-08 21:00:00,Application,High,Team A,0.86,0
50755,2025-02-23 14:00:00,Network,Medium,Team C,2.75,0
50756,2025-01-23 22:00:00,Database,Low,Team A,2.98,0
50757,2025-04-13 03:00:00,Application,Low,Team C,2.06,0
50758,2025-03-31 15:00:00,Database,Medium,Team D,4.3,1
50759,2025-05-27 07:00:00,Database,Low,Team B,0.31,0
50760,2025-03-20 15:00:00,Access,Low,Team D,3.71,1
50761,2025-04-02 06:00:00,Network,Low,Team A,1.89,0
50762,2025-04-26 01:00:00,Network,Medium,Team B,3.87,1
50763,2025-06-29 06:00:00,Application,Low,Team D,1.52,0
50764,2025-04-19 01:00:00,Application,Medium,Team D,0.79,0
50765,2025-02-04 07:00:00,Application,Low,Team B,4.55,1
50766,2025-02-16 02:00:00,Network,Low,Team D,4.2,1
50767,2025-04-03 11:00:00,Database,Low,Team A,0.62,0
50768,2025-06-07 01:00:00,Database,Medium,Team C,2.73,0
50769,2025-01-16 01:00:00,Application,Medium,Team A,0.19,0
50770,2025-06-22 09:00:00,Database,High,Team D,0.18,0
50771,2025-03-15 11:00:00,Application,Low,Team B,1.43,0
50772,2025-06-26 03:00:00,Endpoint,Critical,Team B,0.07,0
50773,2025-05-04 05:00:00,Database,Medium,Team B,1.14,0
50774,2025-04-14 00:00:00,Network,Low,Team D,3.13,1
50775,2025-02-14 20:00:00,Access,Low,Team B,4.41,1
50776,2025-03-01 04:00:00,Network,Low,Team A,0.59,0
50777,2025-01-20 07:00:00,Network,Low,Team A,0.16,0
50778,2025-02-27 10:00:00,Access,High,Team D,1.99,0
50779,2025-04-04 08:00:00,Application,Low,Team A,0.62,0
50780,2025-06-20 09:00:00,Database,Low,Team A,0.05,0
50781,2025-04-12 10:00:00,Network,Medium,Team B,0.28,0
50782,2025-03-16 19:00:00,Database,Low,Team C,5.57,1
50783,2025-06-12 08:00:00,Access,Low,Team A,4.16,1
50784,2025-02-03 02:00:00,Access,Low,Team D,3.54,1
50785,2025-05-08 19:00:00,Database,Low,Team B,0.83,0
50786,2025-05-17 23:00:00,Database,High,Team A,2.51,0
50787,2025-02-24 03:00:00,Access,Low,Team D,6.29,1
50788,2025-06-25 03:00:00,Application,Low,Team D,1.68,0
50789,2025-04-12 13:00:00,Database,Low,Team B,0.81,0
50790,2025-01-31 04:00:00,Endpoint,Low,Team D,3.21,1
50791,2025-02-21 08:00:00,Endpoint,Low,Team C,1.13,0
50792,2025-05-09 10:00:00,Database,High,Team C,1.72,0
50793,2025-05-15 01:00:00,Network,Low,Team A,1.56,0
50794,2025-05-10 10:00:00,Access,Medium,Team C,0.49,0
50795,2025-03-08 06:00:00,Application,Medium,Team B,0.0,0
50796,2025-01-23 11:00:00,Endpoint,Medium,Team B,13.51,1
50797,2025-01-05 12:00:00,Endpoint,Medium,Team A,1.08,0
50798,2025-03-28 07:00:00,Network,Medium,Team C,0.67,0
50799,2025-03-12 16:00:00,Database,Low,Team D,2.9,0
50800,2025-05-07 13:00:00,Network,Low,Team D,1.8,0
50801,2025-04-11 19:00:00,Application,Low,Team C,4.25,1
50802,2025-02-19 12:00:00,Database,Medium,Team B,3.04,1
50803,2025-01-03 01:00:00,Endpoint,Low,Team B,0.66,0
50804,2025-06-03 22:00:00,Endpoint,Low,Team B,1.79,0
50805,2025-05-30 20:00:00,Access,Low,Team B,1.4,0
50806,2025-01-03 22:00:00,Application,Low,Team C,6.21,1
50807,2025-03-23 10:00:00,Endpoint,High,Team A,0.55,0
50808,2025-01-21 11:00:00,Network,Low,Team C,0.67,0
50809,2025-01-20 17:00:00,Endpoint,High,Team C,5.06,1
50810,2025-06-20 01:00:00,Network,Medium,Team B,1.22,0
50811,2025-06-21 15:00:00,Network,Low,Team B,1.22,0
50812,2025-01-20 12:00:00,Database,Low,Team B,4.05,1
50813,2025-03-02 20:00:00,Database,Low,Team A,0.7,0
50814,2025-06-29 13:00:00,Endpoint,High,Team A,2.39,0
50815,2025-06-26 18:00:00,Endpoint,High,Team B,2.56,0
50816,2025-03-13 05:00:00,Network,Low,Team B,1.17,0
50817,2025-05-26 20:00:00,Database,Low,Team C,0.81,0
50818,2025-03-01 23:00:00,Endpoint,High,Team C,2.75,0
50819,2025-02-12 20:00:00,Database,Low,Team C,0.59,0
50820,2025-02-05 03:00:00,Application,Critical,Team B,3.42,1
50821,2025-02-06 07:00:00,Network,Medium,Team C,1.08,0
50822,2025-05-01 17:00:00,Database,Medium,Team D,0.04,0
50823,2025-01-31 02:00:00,Endpoint,Low,Team A,1.68,0
50824,2025-04-28 22:00:00,Network,Low,Team C,0.43,0
50825,2025-05-22 16:00:00,Access,Low,Team A,1.26,0
50826,2025-05-18 23:00:00,Network,Critical,Team C,3.3,1
50827,2025-04-30 18:00:00,Application,Low,Team A,0.42,0
50828,2025-03-25 11:00:00,Network,Low,Team B,0.47,0
50829,2025-03-27 11:00:00,Database,Medium,Team D,1.28,0
50830,2025-03-14 09:00:00,Database,High,Team A,1.29,0
50831,2025-06-22 07:00:00,Endpoint,Low,Team C,1.21,0
50832,2025-04-20 08:00:00,Endpoint,Medium,Team B,2.37,0
50833,2025-02-23 14:00:00,Network,Low,Team D,0.63,0
50834,2025-01-25 00:00:00,Network,High,Team B,0.6,0
50835,2025-02-02 19:00:00,Network,Low,Team B,0.05,0
50836,2025-03-07 07:00:00,Database,Low,Team A,0.96,0
50837,2025-03-20 16:00:00,Database,Low,Team D,0.44,0
50838,2025-01-07 19:00:00,Access,Medium,Team B,1.79,0
50839,2025-01-17 17:00:00,Access,Low,Team C,0.4,0
50840,2025-04-16 12:00:00,Access,Low,Team B,4.5,1
50841,2025-01-15 16:00:00,Endpoint,Medium,Team C,3.78,1
50842,2025-01-29 00:00:00,Database,High,Team B,2.9,0
50843,2025-05-01 04:00:00,Network,Medium,Team D,3.31,1
50844,2025-05-12 09:00:00,Network,Low,Team D,6.42,1
50845,2025-01-12 00:00:00,Access,Low,Team D,0.77,0
50846,2025-02-14 09:00:00,Endpoint,High,Team A,7.81,1
50847,2025-05-24 22:00:00,Endpoint,Critical,Team B,4.42,1
