order_id,order_date,region,category,price,quantity,profit
81318,2025-06-18,South,Clothing,3535.49,3,2264.55
81319,2024-10-28,South,Clothing,2763.84,3,829.7
81320,2025-04-15,South,Electronics,3151.13,2,904.13
81321,2025-08-20,East,Clothing,4629.62,3,3325.89
81322,2025-02-08,South,Clothing,1866.59,2,618.06
81323,2024-11-26,South,Electronics,3028.62,2,1214.2
81324,2025-03-29,West,Clothing,2012.86,2,801.54
81325,2025-08-19,South,Electronics,681.83,4,344.4
81326,2024-10-23,East,Clothing,808.1,3,169.78
81327,2024-12-09,East,Clothing,416.74,3,147.66
81328,2025-07-10,West,Home,2010.78,2,228.25
81329,2025-09-07,East,Electronics,1811.08,4,744.99
81330,2025-06-06,South,Beauty,706.47,4,161.8
81331,2025-04-11,South,Beauty,2300.54,3,924.2
81332,2025-07-19,East,Home,1143.88,3,177.77
81333,2025-09-12,West,Home,595.91,3,361.37
81334,2024-10-09,West,Home,1677.44,4,1627.86
81335,2025-09-29,South,Beauty,3403.86,4,766.99
81336,2025-05-31,North,Home,282.52,3,140.33
81337,2024-10-25,South,Home,3461.94,4,1441.42
81338,2024-12-17,South,Electronics,799.29,4,494.74
81339,2025-05-29,North,Home,4552.41,3,3258.95
81340,2025-07-10,South,Electronics,578.02,1,117.37
81341,2024-10-09,North,Home,1037.8,1,206.8
81342,2025-04-22,South,Clothing,1215.36,4,528.35
81343,2025-04-02,West,Clothing,3351.13,4,2805.49
81344,2025-01-23,East,Clothing,4074.49,1,287.24
81345,2024-11-16,West,Clothing,2694.75,4,2064.17
81346,2025-09-03,South,Electronics,3746.38,3,1470.45
81347,2025-03-26,West,Home,4448.58,3,1834.33
81348,2025-02-19,East,Electronics,3092.09,1,457.53
81349,2024-12-13,North,Electronics,1621.2,1,330.16
81350,2024-12-23,North,Electronics,850.21,1,95.48
81351,2025-07-05,South,Beauty,2984.68,4,1369.37
81352,2025-04-05,North,Home,4198.54,2,1293.7
81353,2025-03-11,South,Beauty,1032.8,3,320.87
81354,2025-07-31,North,Clothing,4997.44,2,1391.52
81355,2025-09-23,South,Clothing,722.77,1,131.59
81356,2024-10-30,South,Beauty,291.55,4,289.18
81357,2024-10-01,East,Electronics,3461.08,2,708.82
81358,2024-10-26,West,Clothing,1888.77,4,773.87
81359,2025-04-17,West,Clothing,3385.13,1,436.08
81360,2025-06-20,North,Home,986.9,2,358.87
81361,2025-09-30,West,Electronics,1015.24,3,716.5
81362,2024-10-05,North,Beauty,2561.49,2,1228.51
81363,2024-12-23,North,Electronics,4731.83,3,1669.44
81364,2025-09-13,South,Electronics,1939.47,1,258.83
81365,2024-10-23,South,Electronics,457.22,2,125.52
81366,2025-02-13,South,Clothing,3712.25,3,1333.99
81367,2025-04-26,North,Clothing,4618.9,4,2089.28
81368,2025-03-18,East,Clothing,1879.7,3,362.47
81369,2025-08-22,East,Beauty,2339.64,3,1116.14
81370,2025-08-29,North,Beauty,4762.16,2,1737.88
81371,2025-04-12,South,Beauty,3765.41,1,935.01
81372,2025-08-15,South,Electronics,3378.74,3,1762.02
81373,2025-04-29,North,Beauty,729.55,4,502.18
81374,2025-05-17,South,Home,2948.45,4,1463.34
81375,2025-07-08,South,Clothing,4314.27,3,796.01
81376,2025-05-26,North,Electronics,3659.94,2,1265.12
81377,2025-01-12,East,Electronics,669.19,3,150.78
81378,2025-09-03,South,Beauty,3389.41,4,2695.03
81379,2024-10-29,North,Electronics,4043.51,3,2436.18
81380,2024-11-06,South,Clothing,1970.13,2,279.84
81381,2025-08-27,West,Electronics,3795.06,1,400.47
81382,2025-05-25,North,Beauty,3590.03,2,1536.39
81383,2025-03-18,North,Beauty,1729.14,2,838.41
81384,2025-05-25,North,Home,3737.2,2,1465.83
81385,2025-09-08,West,Clothing,3234.19,2,842.61
81386,2024-12-26,South,Clothing,1628.87,3,1052.78
81387,2024-11-04,South,Electronics,2726.93,1,296.09
81388,2024-10-03,West,Clothing,2338.74,3,1566.39
81389,2025-03-24,South,Electronics,347.7,1,20.36
81390,2025-04-08,West,Electronics,3446.63,3,2570.34
81391,2025-07-01,South,Electronics,768.22,3,166.18
81392,2025-08-09,East,Beauty,1287.09,2,599.87
81393,2024-12-12,South,Clothing,4795.41,2,2114.85
81394,2024-11-17,West,Electronics,1230.67,3,401.1
81395,2024-10-20,South,Home,2020.12,2,575.61
81396,2025-04-27,South,Electronics,4803.57,1,446.23
81397,2025-01-17,East,Electronics,3776.43,2,1104.33
81398,2025-02-04,South,Clothing,3434.55,3,887.77
81399,2025-01-02,North,Electronics,4122.12,3,1342.03
81400,2024-12-09,South,Clothing,390.99,3,67.83
81401,2025-07-06,South,Beauty,4446.98,3,2139.54
81402,2024-11-15,South,Clothing,1335.97,1,260.12
81403,2025-02-12,North,Clothing,852.57,3,231.37
81404,2024-10-26,South,Home,4164.6,2,1436.18
81405,2025-04-13,South,Home,1473.89,3,263.61
81406,2025-08-09,North,Home,1268.94,3,253.89
81407,2025-07-08,South,Home,3975.26,2,1263.27
81408,2025-04-13,West,Clothing,373.05,1,23.08
81409,2025-04-25,East,Home,473.21,2,133.86
81410,2025-02-01,East,Clothing,4083.65,1,256.51
81411,2025-03-16,East,Home,2152.48,4,1031.94
81412,2024-12-07,North,Beauty,4247.23,3,2881.32
81413,2025-03-15,South,Home,3967.79,4,3162.8
81414,2025-01-26,West,Home,2832.27,1,375.87
81415,2025-08-16,South,Electronics,3772.81,3,1358.86
81416,2025-05-01,North,Electronics,801.67,4,394.24
81417,2025-08-06,West,Electronics,1032.89,4,315.46
81418,2025-05-10,East,Clothing,4228.88,4,2167.39
81419,2025-04-17,South,Home,1772.24,1,296.84
81420,2025-03-27,South,Beauty,124.28,3,81.87
81421,2024-11-12,West,Electronics,4771.42,2,1779.81
81422,2025-02-12,South,Clothing,3587.93,4,2548.75
81423,2025-03-21,East,Beauty,4242.37,3,807.39
81424,2024-10-07,South,Electronics,4572.46,4,1436.62
81425,2024-10-10,West,Beauty,3193.04,3,659.88
81426,2024-12-17,West,Clothing,2565.11,3,678.53
81427,2025-04-15,South,Clothing,839.03,3,515.49
81428,2025-04-08,North,Beauty,1023.74,1,178.21
81429,2025-05-17,East,Electronics,2308.03,1,319.59
81430,2024-11-02,South,Clothing,426.8,2,44.66
81431,2025-08-14,South,Beauty,3955.05,1,726.23
81432,2025-01-25,South,Electronics,2836.3,4,1791.16
81433,2024-12-17,West,Home,4637.59,2,617.41
81434,2024-10-30,South,Home,3161.15,3,1803.28
81435,2025-02-01,North,Beauty,4863.73,1,505.66
81436,2025-09-12,North,Clothing,1465.87,2,430.38
81437,2024-11-05,East,Beauty,1814.58,3,619.25
81438,2025-09-23,North,Electronics,2174.28,2,497.97
81439,2025-04-21,South,Home,1547.15,4,382.49
81440,2025-01-15,East,Clothing,3998.71,2,476.25
81441,2025-01-08,South,Home,2714.28,2,1115.89
81442,2025-02-21,East,Electronics,2330.07,4,472.14
81443,2024-12-20,South,Beauty,2336.17,1,251.19
81444,2024-10-19,South,Clothing,4090.74,4,3931.28
81445,2025-03-12,West,Beauty,1281.02,1,268.7
81446,2025-07-21,North,Clothing,1672.52,4,1028.12
81447,2025-04-04,South,Beauty,4654.81,2,1847.38
81448,2025-04-02,East,Beauty,2046.57,2,977.27
81449,2024-12-02,West,Clothing,4978.69,2,2369.6
81450,2025-03-25,South,Beauty,2243.04,4,1248.62
81451,2025-05-25,North,Clothing,2170.58,2,496.99
81452,2025-08-18,East,Clothing,3007.84,2,1200.89
81453,2025-09-24,South,Home,4248.73,4,2243.96
81454,2025-04-09,East,Clothing,3624.47,4,1173.75
81455,2025-09-12,South,Beauty,3832.08,1,340.1
81456,2025-04-05,South,Beauty,4886.74,4,3100.6
81457,2024-11-20,South,Home,4002.05,2,1215.31
81458,2025-08-18,South,Home,2389.47,4,1363.6
81459,2025-01-25,South,Clothing,3317.74,4,1645.74
81460,2025-08-04,South,Beauty,4169.34,4,1918.24
81461,2025-08-31,North,Clothing,930.42,4,326.19
81462,2025-08-17,South,Electronics,1803.29,2,672.15
81463,2025-03-07,West,Beauty,3063.41,4,1845.65
81464,2025-01-28,East,Electronics,1962.28,4,972.26
81465,2024-12-03,South,Beauty,365.05,4,300.04
81466,2024-12-20,North,Electronics,4707.53,4,3323.19
81467,2025-07-23,South,Home,2745.28,2,1104.29
81468,2024-12-27,North,Electronics,3210.04,2,1148.47
81469,2024-11-28,West,Beauty,3625.27,3,1903.29
81470,2025-01-23,East,Home,278.25,4,147.32
81471,2025-09-07,East,Beauty,990.89,4,420.96
81472,2025-06-28,South,Home,4527.13,2,871.18
81473,2025-06-05,North,Beauty,3957.4,3,2727.44
81474,2025-09-30,South,Home,423.77,3,114.64
81475,2025-07-04,North,Beauty,3959.64,2,1461.6
81476,2024-12-30,East,Clothing,4508.89,4,1584.94
81477,2025-06-29,South,Home,918.53,2,436.83
81478,2025-06-06,North,Beauty,406.94,3,108.91
81479,2024-11-16,North,Electronics,4328.85,4,3826.21
81480,2025-04-24,East,Electronics,3043.85,2,1442.93
81481,2025-08-20,South,Electronics,4950.98,3,1357.25
81482,2025-09-09,South,Electronics,3555.78,3,2425.87
81483,2024-12-16,South,Home,2604.34,4,748.93
81484,2025-06-18,North,Beauty,1303.36,1,247.64
81485,2025-01-12,West,Electronics,3528.89,2,1068.39
81486,2025-01-30,South,Home,476.71,3,346.41
81487,2025-09-30,West,Clothing,2136.74,3,937.1
81488,2025-04-18,West,Electronics,1798.64,2,229.1
81489,2025-08-08,South,Home,3054.35,3,689.5
81490,2025-07-22,West,Home,1187.57,4,542.91
81491,2025-09-04,East,Beauty,898.36,2,258.36
81492,2025-06-23,South,Home,832.83,4,804.8
81493,2025-03-16,South,Electronics,1621.6,1,238.15
81494,2025-03-08,South,Electronics,4330.99,2,2044.26
81495,2025-06-03,South,Electronics,2046.39,1,476.13
81496,2024-12-17,West,Home,4467.25,2,748.22
81497,2024-10-08,South,Home,3762.14,1,879.8
81498,2025-05-27,South,Clothing,3605.5,3,1092.86
81499,2025-02-10,North,Home,3863.09,1,839.69
81500,2025-09-29,West,Home,2568.67,2,1258.94
81501,2025-06-19,West,Clothing,1418.43,4,365.36
81502,2025-08-12,North,Electronics,975.34,3,545.07
81503,2025-05-10,North,Home,2534.9,4,1371.39
81504,2025-09-23,West,Clothing,1940.26,3,820.89
81505,2025-01-09,North,Beauty,3323.38,2,1075.14
81506,2025-01-13,West,Home,1810.63,4,1731.6
81507,2025-01-30,East,Clothing,380.02,4,268.18
81508,2025-04-28,South,Beauty,1958.19,2,972.69
81509,2025-06-12,South,Beauty,4433.89,3,3232.96
81510,2025-07-04,North,Electronics,3560.99,3,2363.72
81511,2025-09-22,East,Beauty,1991.29,2,756.0
81512,2025-04-06,East,Home,1131.39,3,327.08
81513,2025-07-26,South,Beauty,2874.38,4,1892.44
81514,2025-03-08,South,Clothing,4682.72,3,1359.33
81515,2025-05-01,West,Electronics,2942.73,2,1417.51
81516,2024-12-14,East,Clothing,4457.98,1,1077.76
81517,2024-12-19,South,Beauty,3557.61,2,829.04
81518,2024-12-12,North,Clothing,688.92,3,123.22
81519,2025-01-23,North,Home,3544.25,3,2291.95
81520,2025-07-06,South,Electronics,3070.43,4,1478.94
81521,2025-01-11,East,Beauty,1866.38,3,637.76
81522,2024-10-23,South,Home,4772.38,3,2376.5
81523,2025-08-04,East,Beauty,1715.81,4,343.82
81524,2025-06-16,South,Electronics,512.64,3,192.23
81525,2025-03-26,East,Home,1313.44,3,525.14
81526,2024-12-09,North,Beauty,2238.07,1,546.44
81527,2025-02-25,South,Electronics,4460.17,4,1457.19
81528,2025-04-25,West,Clothing,240.7,3,57.86
81529,2025-01-18,South,Electronics,4007.18,4,2786.95
81530,2024-10-30,South,Beauty,1455.99,2,191.13
81531,2025-06-05,South,Beauty,3052.05,1,531.71
81532,2024-12-09,East,Clothing,1954.76,3,771.09
81533,2024-10-29,South,Clothing,1392.72,2,140.74
81534,2025-07-05,North,Home,2586.36,1,357.25
81535,2025-03-17,North,Beauty,1934.93,2,765.27
81536,2024-12-24,East,Electronics,2026.92,3,465.3
81537,2024-12-04,South,Home,889.1,2,154.19
81538,2025-03-07,East,Electronics,796.64,1,77.19
81539,2025-06-15,West,Electronics,1379.87,2,353.18
81540,2024-10-24,North,Beauty,2983.3,2,1430.98
81541,2025-06-25,East,Home,1241.75,4,318.44
81542,2025-06-18,South,Beauty,3889.36,4,3334.5
81543,2025-05-14,West,Electronics,4091.63,3,2579.53
81544,2024-10-14,West,Beauty,891.41,4,510.38
81545,2025-04-22,East,Home,4882.82,2,753.98
81546,2025-06-12,East,Clothing,1405.44,4,969.36
81547,2025-07-10,North,Clothing,456.55,1,88.88
81548,2024-12-05,South,Electronics,2248.1,1,182.21
81549,2025-03-26,North,Home,989.72,3,563.51
81550,2024-11-14,South,Electronics,3943.59,4,3692.87
81551,2024-11-07,North,Clothing,663.41,4,233.25
81552,2025-08-10,South,Electronics,2469.69,3,556.68
81553,2025-09-21,East,Clothing,510.01,2,187.05
81554,2025-08-24,North,Beauty,4503.69,1,658.54
81555,2024-12-05,South,Beauty,1612.15,4,1423.77
81556,2025-01-13,South,Beauty,3122.27,4,1913.13
81557,2025-01-14,South,Clothing,3674.23,3,2360.85
81558,2025-08-06,South,Beauty,257.24,1,33.19
81559,2025-03-06,North,Beauty,1969.42,4,702.88
81560,2025-09-10,South,Clothing,1488.0,4,744.56
81561,2025-05-29,East,Home,2775.91,2,676.81
81562,2024-10-04,North,Home,3877.76,3,1278.49
81563,2025-02-15,West,Clothing,739.88,4,286.6
81564,2024-11-13,North,Beauty,2428.32,4,1236.65
81565,2025-04-27,West,Clothing,738.6,1,180.46
81566,2024-12-01,North,Clothing,3970.87,1,589.02
81567,2025-09-15,West,Clothing,3946.58,1,306.9
81568,2024-10-05,West,Home,1720.5,2,333.89
81569,2024-11-13,West,Home,1707.45,1,205.91
81570,2024-12-12,South,Home,3036.27,3,798.69
81571,2025-03-24,North,Beauty,4986.67,2,1978.23
81572,2024-10-14,West,Home,4904.55,4,4083.16
81573,2024-10-19,East,Electronics,1646.79,2,693.36
81574,2024-10-13,West,Electronics,4164.96,4,3884.28
81575,2024-10-21,East,Home,1645.86,3,1094.9
81576,2025-07-22,South,Beauty,2606.13,4,1732.03
81577,2025-05-23,South,Electronics,255.4,3,114.83
81578,2024-12-05,South,Clothing,4708.05,4,3957.18
81579,2025-07-13,West,Electronics,3700.25,2,1799.07
81580,2025-02-28,North,Home,4340.29,1,243.52
81581,2025-04-10,West,Beauty,2833.85,2,691.84
81582,2025-03-04,West,Beauty,420.74,3,231.75
81583,2025-02-06,West,Home,2251.89,2,547.17
81584,2025-08-23,West,Clothing,1900.03,3,1154.65
81585,2025-02-28,South,Home,2625.05,2,1093.91
81586,2025-01-03,South,Home,1130.1,3,632.54
81587,2025-03-06,South,Home,2313.08,2,377.88
81588,2025-08-12,East,Beauty,244.15,1,57.74
81589,2024-10-05,West,Home,830.61,3,288.13
81590,2024-11-02,South,Beauty,4370.12,4,4291.58
81591,2025-01-01,North,Home,1951.89,3,705.0
81592,2025-08-22,South,Home,2202.27,1,180.93
81593,2024-10-07,West,Electronics,1850.48,1,199.24
81594,2025-06-23,East,Home,3141.3,1,668.79
81595,2025-06-06,West,Clothing,124.17,4,55.45
81596,2024-12-12,West,Beauty,4747.13,1,805.07
81597,2025-02-22,East,Beauty,2815.63,1,532.64
81598,2025-05-16,North,Electronics,1966.74,4,872.27
81599,2025-02-11,West,Home,4330.27,1,791.39
81600,2024-11-24,East,Electronics,2533.41,4,819.75
81601,2025-06-24,West,Beauty,555.29,2,195.53
81602,2025-09-28,North,Home,4572.93,2,1655.13
81603,2025-08-09,North,Home,1994.29,2,225.52
81604,2025-06-09,West,Electronics,2902.46,3,947.54
81605,2025-03-16,South,Electronics,4727.54,3,726.36
81606,2025-04-19,South,Clothing,1546.06,1,322.34
81607,2025-02-21,South,Electronics,972.19,4,541.79
81608,2024-11-22,West,Home,4340.33,3,1762.53
81609,2024-12-30,East,Home,2657.92,4,1503.07
81610,2025-06-18,North,Beauty,3506.24,2,917.64
81611,2025-09-23,South,Clothing,642.15,4,213.01
81612,2025-06-21,South,Beauty,3511.56,2,1280.98
81613,2024-10-03,South,Electronics,2912.99,3,2040.25
81614,2024-10-27,North,Beauty,1706.18,4,1688.02
81615,2024-11-19,South,Electronics,4263.11,4,3570.32
81616,2025-09-22,East,Clothing,2356.73,2,602.12
81617,2025-08-06,East,Electronics,2102.97,4,1367.32
81618,2024-11-25,North,Electronics,998.67,2,104.94
81619,2025-02-25,South,Electronics,1347.74,3,490.04
81620,2025-01-05,North,Electronics,1438.93,2,530.29
81621,2025-01-24,South,Home,2088.41,2,956.07
81622,2025-01-30,West,Electronics,2554.12,4,736.63
81623,2024-11-19,East,Clothing,4952.44,4,1353.84
81624,2025-01-14,North,Clothing,2770.54,4,896.13
81625,2025-09-09,North,Beauty,2389.0,3,565.66
81626,2025-09-05,East,Beauty,3234.67,4,2677.06
81627,2025-07-10,South,Clothing,3802.29,3,2193.89
81628,2024-10-18,South,Electronics,4899.03,3,3393.53
81629,2025-09-18,South,Home,4990.67,1,542.96
81630,2025-02-04,West,Clothing,4318.38,4,3211.47
81631,2024-11-01,South,Clothing,308.46,2,75.83
81632,2024-10-07,East,Home,305.44,4,94.69
81633,2025-08-30,East,Clothing,1683.25,4,1395.13
81634,2025-03-29,East,Electronics,4352.57,2,1523.66
81635,2025-05-31,North,Beauty,3830.6,2,1460.54
81636,2024-11-09,North,Clothing,3183.74,3,788.8
81637,2025-05-11,East,Electronics,1044.71,2,374.04
81638,2024-11-19,South,Home,4860.19,1,543.67
81639,2025-09-16,North,Home,4503.19,4,1806.86
81640,2024-12-29,North,Clothing,4575.23,4,3293.08
81641,2025-05-26,North,Electronics,2587.96,2,283.97
81642,2025-04-16,East,Beauty,1902.62,2,878.45
81643,2025-05-31,West,Home,3221.96,2,531.71
81644,2025-06-25,East,Clothing,3315.87,3,1331.51
81645,2025-04-06,South,Clothing,4644.06,3,2212.03
81646,2025-01-19,East,Clothing,2900.39,4,2517.24
81647,2025-07-13,South,Home,4405.98,3,1250.93
81648,2024-12-27,North,Electronics,1645.75,4,1544.22
81649,2025-05-02,West,Beauty,308.22,4,134.76
81650,2025-06-17,South,Beauty,2238.17,3,1058.07
81651,2024-10-05,West,Electronics,1079.45,3,271.45
81652,2025-02-14,South,Electronics,3912.44,1,682.62
81653,2025-01-27,South,Beauty,4043.41,2,657.82
81654,2024-11-20,North,Clothing,3936.93,1,263.11
81655,2024-11-22,West,Beauty,2367.83,4,1404.88
81656,2025-01-06,North,Electronics,4475.06,4,3392.42
81657,2025-04-18,North,Home,2283.3,3,598.23
81658,2025-05-26,South,Clothing,3039.64,1,185.25
81659,2025-09-17,South,Home,1145.95,2,134.07
81660,2025-03-26,East,Beauty,216.95,3,32.73
81661,2025-06-18,East,Home,3061.81,3,888.65
81662,2024-11-01,East,Beauty,3300.16,4,2947.75
81663,2025-02-10,North,Home,4652.32,2,1306.56
81664,2025-08-17,South,Electronics,4239.58,4,3979.04
81665,2025-04-16,East,Beauty,3902.55,3,1169.34
81666,2025-03-02,North,Clothing,3531.47,1,871.12
81667,2024-12-17,East,Clothing,2216.05,2,952.77
81668,2025-01-20,North,Home,2494.75,3,1547.51
81669,2024-12-12,East,Clothing,3918.8,3,1988.21
81670,2024-10-28,South,Clothing,878.23,4,313.29
81671,2024-12-27,East,Electronics,3615.64,2,1737.92
81672,2025-04-09,East,Clothing,3162.23,3,2011.87
81673,2024-11-05,South,Home,1199.47,1,259.66
81674,2025-05-19,West,Clothing,2282.95,3,1556.24
81675,2025-09-22,South,Beauty,3933.04,2,798.95
81676,2025-05-29,South,Beauty,666.67,3,447.81
81677,2025-08-08,North,Beauty,3158.11,4,1870.44
81678,2024-12-06,South,Home,2162.38,3,1172.01
81679,2024-10-21,North,Clothing,1327.75,3,964.56
81680,2025-07-22,West,Home,4467.94,2,2052.86
81681,2024-11-11,West,Beauty,2439.94,3,731.52
81682,2025-03-13,North,Beauty,4940.48,3,2916.22
81683,2025-08-18,South,Home,3212.08,1,693.43
81684,2024-10-17,South,Clothing,1719.9,1,237.81
81685,2024-11-23,East,Home,1566.9,2,223.72
81686,2025-01-13,North,Electronics,3499.25,1,394.83
81687,2025-03-02,West,Electronics,1807.39,2,711.52
81688,2024-10-19,South,Home,2929.47,2,981.0
81689,2025-08-28,North,Home,2873.89,3,1761.57
81690,2024-11-24,East,Home,176.02,1,40.36
81691,2025-05-24,West,Clothing,3495.42,1,402.66
81692,2025-03-28,West,Beauty,2878.85,4,2160.18
81693,2025-09-11,North,Electronics,4070.6,1,282.43
81694,2025-07-22,West,Clothing,4701.48,1,859.92
81695,2025-03-08,West,Clothing,2493.42,4,569.98
81696,2025-04-18,South,Beauty,3901.78,1,391.74
81697,2025-03-12,South,Electronics,2397.6,3,1004.34
81698,2025-08-21,South,Clothing,1532.55,4,1342.75
81699,2025-02-01,South,Beauty,4514.42,4,1439.53
81700,2025-07-10,North,Clothing,3121.68,1,643.0
81701,2025-03-04,East,Electronics,396.87,3,193.97
81702,2025-06-10,West,Home,4678.9,3,1985.08
81703,2025-06-26,West,Clothing,2144.39,1,382.66
81704,2025-07-06,East,Clothing,3375.21,2,802.76
81705,2024-12-04,East,Clothing,4800.39,2,2389.8
81706,2025-01-22,South,Electronics,2716.67,1,195.88
81707,2025-05-08,South,Home,3030.75,2,471.07
81708,2025-06-03,West,Home,1023.88,2,464.44
81709,2024-12-18,North,Clothing,3912.23,3,1101.19
81710,2025-08-29,East,Clothing,2656.01,1,165.25
81711,2024-12-08,East,Beauty,2485.22,1,567.14
81712,2025-05-19,East,Clothing,970.04,3,181.83
81713,2025-09-11,West,Beauty,2261.57,4,2007.83
81714,2025-04-17,West,Beauty,4748.98,1,741.37
81715,2025-05-15,West,Electronics,1999.1,3,940.78
81716,2025-02-27,South,Clothing,1186.92,2,180.83
81717,2025-06-02,South,Clothing,3032.98,2,1068.05
81718,2024-10-01,North,Electronics,2589.45,3,963.75
81719,2025-02-20,West,Home,2450.68,1,300.25
81720,2025-01-02,East,Beauty,899.97,1,170.47
81721,2024-12-06,South,Home,4552.51,2,2035.5
81722,2024-10-05,South,Beauty,3078.54,1,604.24
81723,2025-04-14,East,Clothing,3144.95,3,1758.47
81724,2025-04-02,South,Home,681.27,1,154.8
81725,2025-07-08,West,Electronics,2332.63,4,2146.49
81726,2025-08-27,South,Beauty,2956.96,3,1749.96
81727,2024-12-01,East,Electronics,4625.52,4,3960.59
81728,2025-02-19,West,Beauty,2943.59,2,578.49
81729,2024-12-28,South,Electronics,4796.86,1,893.4
81730,2024-10-27,South,Electronics,3490.34,2,1032.02
81731,2025-05-09,East,Beauty,865.2,2,380.37
81732,2024-11-21,East,Electronics,418.66,1,101.4
81733,2025-06-13,South,Beauty,2786.98,4,1153.37
81734,2025-05-21,South,Home,4727.23,4,3484.41
81735,2024-10-01,South,Home,1663.64,4,1470.46
81736,2025-07-29,North,Home,4432.51,2,1651.78
81737,2025-08-14,South,Home,815.75,4,612.21
81738,2025-08-08,East,Beauty,3731.65,2,1593.42
81739,2025-04-10,North,Beauty,2139.08,4,1630.09
81740,2025-07-04,South,Clothing,163.41,3,105.6
81741,2025-01-12,North,Clothing,1518.21,2,753.75
81742,2025-01-09,North,Electronics,2063.51,1,327.7
81743,2025-05-14,West,Clothing,2244.72,1,411.2
81744,2025-08-18,South,Beauty,940.71,4,651.14
81745,2024-10-18,North,Clothing,3121.2,2,664.11
81746,2024-10-15,North,Home,4247.86,3,2760.81
81747,2025-03-23,South,Clothing,3473.54,4,1768.17
81748,2024-11-02,South,Beauty,4015.42,2,1935.03
81749,2025-06-01,East,Beauty,1806.22,4,1556.25
81750,2025-06-24,North,Electronics,4236.7,2,686.39
81751,2025-05-09,West,Beauty,127.86,2,15.85
81752,2024-10-29,South,Clothing,4156.19,3,972.96
81753,2024-10-08,East,Beauty,235.28,3,145.21
81754,2024-10-30,East,Home,3265.84,3,1918.67
81755,2025-09-28,West,Clothing,1109.75,1,189.16
81756,2025-08-05,North,Clothing,2518.35,4,869.02
81757,2024-12-13,North,Clothing,2080.72,2,582.41
81758,2025-06-19,East,Clothing,4792.68,4,3010.59
81759,2025-07-28,East,Beauty,1683.34,3,1232.72
81760,2024-12-02,East,Home,3356.21,1,314.56
81761,2025-02-06,South,Home,2633.69,2,633.64
81762,2024-10-09,West,Beauty,1956.63,4,1397.32
81763,2025-08-02,West,Electronics,3290.36,4,1212.18
81764,2025-03-29,North,Electronics,784.93,2,134.72
81765,2025-08-07,South,Home,3690.36,4,2043.75
81766,2025-06-29,South,Electronics,2973.34,3,1375.2
81767,2024-10-03,East,Home,3874.55,3,2181.28
81768,2024-10-02,South,Electronics,3796.25,4,3068.24
81769,2025-01-02,East,Electronics,2433.35,3,1633.57
81770,2025-06-06,South,Clothing,2149.42,3,759.49
81771,2025-02-23,South,Home,4293.39,3,1942.6
81772,2025-08-13,North,Electronics,4569.44,4,4069.92
81773,2024-11-28,West,Electronics,2155.2,1,307.49
81774,2024-10-03,West,Clothing,4653.79,4,1445.35
81775,2024-10-06,South,Beauty,4614.48,1,632.57
81776,2025-01-23,East,Electronics,735.28,2,299.95
81777,2025-01-18,East,Electronics,2374.79,3,1025.06
81778,2025-06-26,South,Electronics,4046.5,2,801.35
81779,2024-10-15,North,Electronics,833.79,3,596.04
81780,2024-12-25,South,Beauty,1278.0,1,141.78
81781,2024-12-22,East,Beauty,2811.08,4,1730.05
81782,2025-05-30,South,Electronics,697.36,2,168.24
81783,2025-04-24,East,Clothing,1749.13,4,933.27
81784,2024-12-26,North,Electronics,2622.1,1,468.48
81785,2024-10-25,West,Electronics,3978.16,2,1163.55
81786,2025-03-10,East,Beauty,872.69,4,245.85
81787,2025-04-11,West,Electronics,3635.8,3,1654.93
81788,2025-08-17,South,Home,4744.49,4,2080.33
81789,2025-01-25,West,Beauty,1114.39,2,392.71
81790,2024-11-21,East,Home,1213.08,2,209.46
81791,2024-10-15,South,Electronics,3944.01,4,2625.08
81792,2024-11-20,North,Clothing,758.83,4,424.96
81793,2025-02-04,East,Electronics,2404.26,2,1017.65
81794,2025-08-14,West,Beauty,2125.91,2,500.91
81795,2025-09-12,South,Home,2605.32,1,182.4
81796,2024-11-29,East,Home,2643.27,1,177.23
81797,2025-07-13,North,Clothing,2833.03,3,1190.56
81798,2025-04-19,East,Electronics,4108.36,2,1261.83
81799,2024-12-28,West,Home,2198.39,1,274.86
81800,2024-11-03,West,Home,1156.31,3,719.81
81801,2025-01-12,South,Clothing,3950.35,1,723.14
81802,2025-07-23,North,Beauty,4898.51,1,798.87
81803,2024-10-11,East,Home,716.56,4,493.65
81804,2025-04-25,East,Home,1376.25,1,278.94
81805,2025-07-12,South,Clothing,4889.15,3,2516.76
81806,2025-05-10,North,Clothing,1185.47,2,224.17
81807,2024-10-11,North,Clothing,2169.5,4,1138.8
81808,2025-04-09,North,Beauty,509.9,4,157.52
81809,2025-04-22,North,Home,1594.97,1,357.68
81810,2025-05-10,South,Home,1370.04,2,256.8
81811,2024-11-28,East,Beauty,4792.61,4,3259.96
81812,2024-12-30,West,Electronics,788.86,2,95.79
81813,2025-07-19,North,Beauty,1618.98,1,183.84
81814,2025-02-20,East,Electronics,490.39,2,224.6
81815,2025-04-19,North,Electronics,3392.71,2,1417.07
81816,2025-01-03,South,Clothing,4932.77,2,676.84
81817,2025-05-05,North,Beauty,850.6,3,412.4
81818,2024-11-29,South,Home,3173.2,3,1207.18
81819,2025-06-28,East,Home,851.25,1,65.57
81820,2024-11-03,South,Beauty,1209.79,1,258.48
81821,2025-04-08,South,Beauty,2756.7,1,617.45
