device_id,last_seen,cpu_percent,mem_percent,patch_status,deploy_success
1540,2025-03-15,30.51,62.46,Non-Compliant,1
1541,2024-12-07,40.35,54.98,Non-Compliant,1
1542,2025-02-17,43.64,43.87,Compliant,0
1543,2025-01-25,39.81,37.24,Compliant,1
1544,2025-02-15,28.29,36.98,Non-Compliant,1
1545,2024-12-04,54.57,51.77,Compliant,1
1546,2024-10-12,22.53,61.74,Non-Compliant,1
1547,2025-03-29,58.25,20.63,Non-Compliant,1
1548,2024-11-20,48.74,69.63,Compliant,1
1549,2024-12-03,30.14,33.68,Compliant,1
1550,2025-01-01,46.6,41.31,Compliant,0
1551,2024-10-19,34.65,49.91,Compliant,1
1552,2025-03-07,60.5,62.68,Compliant,1
1553,2024-12-21,30.46,85.15,Non-Compliant,1
1554,2024-10-24,52.07,45.69,Compliant,0
1555,2024-10-26,21.0,76.62,Compliant,1
1556,2024-11-05,45.07,46.96,Compliant,1
1557,2025-01-15,44.48,81.59,Compliant,1
1558,2024-11-25,49.53,53.58,Compliant,1
1559,2024-11-27,47.4,25.27,Compliant,1
1560,2024-11-01,35.43,40.74,Compliant,1
1561,2024-10-02,10.9,55.2,Compliant,1
1562,2024-12-21,19.86,50.82,Compliant,1
1563,2025-03-26,9.04,34.69,Compliant,1
1564,2025-03-23,35.97,28.57,Compliant,1
1565,2024-12-22,56.99,71.0,Non-Compliant,1
1566,2025-01-30,28.89,8.82,Compliant,1
1567,2024-11-24,34.06,65.09,Compliant,1
1568,2024-10-12,31.12,33.03,Compliant,1
1569,2025-03-12,43.73,92.9,Compliant,1
1570,2025-01-25,42.6,14.53,Compliant,1
1571,2024-12-13,33.71,12.92,Compliant,1
1572,2025-02-27,25.44,46.48,Non-Compliant,1
1573,2024-10-10,49.4,75.31,Non-Compliant,0
1574,2024-11-19,56.43,98.51,Non-Compliant,1
1575,2025-03-12,52.04,74.75,Compliant,1
1576,2025-02-21,22.81,57.9,Compliant,1
1577,2024-11-05,5.86,35.56,Compliant,1
1578,2024-11-30,36.42,39.71,Compliant,1
1579,2024-12-14,60.65,41.81,Compliant,1
1580,2024-10-17,10.14,46.86,Compliant,1
1581,2024-12-28,33.83,49.93,Compliant,1
1582,2025-02-06,64.14,58.98,Compliant,1
1583,2024-10-12,54.71,43.33,Compliant,1
1584,2024-10-03,43.47,58.22,Compliant,1
1585,2025-01-23,22.1,62.55,Non-Compliant,1
1586,2024-12-12,62.38,33.06,Compliant,0
1587,2024-12-22,37.21,29.97,Compliant,1
1588,2025-02-24,6.27,76.94,Non-Compliant,1
1589,2025-02-04,61.69,57.48,Non-Compliant,1
1590,2025-01-22,24.44,51.98,Compliant,1
1591,2024-12-23,87.72,26.5,Non-Compliant,1
1592,2024-12-14,37.25,70.39,Compliant,1
1593,2024-10-22,46.35,54.96,Non-Compliant,1
1594,2024-10-01,41.4,84.91,Compliant,1
1595,2024-11-22,36.01,58.85,Compliant,1
1596,2025-03-21,51.9,49.82,Compliant,1
1597,2024-10-10,43.01,42.66,Compliant,1
1598,2024-10-08,40.91,86.59,Compliant,1
1599,2025-02-22,24.55,74.81,Compliant,1
1600,2025-02-12,37.76,59.42,Non-Compliant,1
1601,2025-02-02,22.37,73.84,Non-Compliant,1
1602,2024-12-02,46.08,61.73,Compliant,1
1603,2025-01-03,45.1,18.77,Compliant,1
1604,2025-03-14,42.65,73.83,Non-Compliant,1
1605,2024-12-07,58.64,69.01,Compliant,1
1606,2024-12-03,52.04,33.13,Non-Compliant,1
1607,2024-10-07,71.28,66.74,Compliant,1
1608,2025-02-21,54.77,38.26,Non-Compliant,1
1609,2025-01-08,42.35,46.47,Non-Compliant,0
1610,2024-10-14,35.54,58.03,Compliant,1
1611,2025-03-13,18.82,57.0,Non-Compliant,1
1612,2025-01-25,60.63,53.36,Compliant,1
1613,2024-12-12,48.56,22.56,Non-Compliant,1
1614,2024-10-11,33.21,55.92,Compliant,1
1615,2025-02-05,44.65,88.45,Non-Compliant,1
1616,2025-02-06,42.03,60.41,Compliant,1
1617,2024-10-09,38.63,51.42,Compliant,1
1618,2024-10-25,53.88,68.81,Compliant,1
1619,2025-01-12,16.77,58.0,Compliant,1
1620,2024-10-15,52.79,46.57,Compliant,1
1621,2024-11-27,59.78,73.29,Non-Compliant,1
1622,2024-10-24,23.31,60.25,Compliant,1
1623,2024-12-11,10.64,63.15,Non-Compliant,1
1624,2025-01-24,46.98,51.02,Compliant,1
1625,2025-01-01,54.49,53.01,Non-Compliant,0
1626,2025-02-04,26.79,70.96,Non-Compliant,1
1627,2025-03-23,19.02,44.89,Compliant,1
1628,2024-10-18,11.79,100.0,Compliant,1
1629,2024-12-02,56.25,43.2,Compliant,0
1630,2025-01-19,38.43,42.83,Compliant,1
1631,2025-03-01,59.55,75.71,Compliant,1
1632,2024-12-23,1.0,54.54,Compliant,1
1633,2025-03-08,41.25,66.98,Non-Compliant,1
1634,2025-03-15,56.71,85.36,Compliant,1
1635,2024-11-12,25.91,63.14,Compliant,1
1636,2024-10-08,51.09,61.7,Compliant,1
1637,2025-02-10,24.18,43.97,Non-Compliant,1
1638,2024-12-19,25.78,38.0,Compliant,1
1639,2024-10-27,41.06,24.25,Compliant,1
1640,2025-02-03,30.92,40.73,Compliant,1
1641,2024-12-02,60.55,45.51,Non-Compliant,1
1642,2025-02-10,40.13,40.12,Non-Compliant,1
1643,2024-12-06,61.1,49.91,Compliant,0
1644,2024-11-21,50.1,45.51,Compliant,0
1645,2024-12-20,26.33,71.87,Non-Compliant,1
1646,2024-12-22,43.34,28.8,Non-Compliant,1
1647,2025-02-09,27.5,74.8,Non-Compliant,1
1648,2024-12-16,57.31,68.64,Compliant,1
1649,2025-03-28,61.86,36.53,Compliant,1
1650,2025-03-20,14.07,29.51,Compliant,1
1651,2024-11-10,48.49,66.21,Compliant,1
1652,2025-03-08,58.16,66.17,Compliant,1
1653,2024-11-04,53.4,39.15,Compliant,1
1654,2024-11-26,38.45,28.51,Compliant,1
1655,2025-03-01,81.17,46.97,Non-Compliant,1
1656,2024-11-22,43.54,1.0,Compliant,1
1657,2024-10-30,17.75,65.92,Compliant,1
1658,2025-01-31,50.4,42.35,Compliant,1
1659,2025-01-10,56.39,58.97,Compliant,1
1660,2025-02-12,48.87,90.85,Compliant,1
1661,2025-02-14,43.09,47.14,Compliant,0
1662,2025-02-26,19.15,68.55,Compliant,1
1663,2025-03-07,15.21,49.87,Non-Compliant,1
1664,2025-01-09,25.47,46.15,Compliant,1
1665,2024-10-22,3.9,85.55,Compliant,1
1666,2025-03-24,62.94,43.9,Compliant,1
1667,2024-12-01,41.06,65.95,Non-Compliant,1
1668,2024-10-31,34.96,61.31,Compliant,1
1669,2025-02-09,18.43,63.38,Compliant,0
1670,2024-10-10,20.73,67.53,Compliant,1
1671,2024-10-30,40.3,65.34,Compliant,1
1672,2025-02-12,35.66,43.72,Compliant,1
1673,2025-02-20,41.98,46.37,Compliant,1
1674,2025-02-24,20.07,60.5,Compliant,0
1675,2024-12-13,45.75,17.9,Compliant,1
1676,2025-03-16,59.21,62.33,Compliant,1
1677,2024-12-30,35.71,43.47,Compliant,1
1678,2024-10-03,51.76,75.89,Compliant,1
1679,2025-01-07,37.39,15.78,Compliant,1
1680,2024-11-21,34.23,64.29,Non-Compliant,1
1681,2025-02-01,46.44,60.41,Non-Compliant,1
1682,2024-12-27,33.0,58.1,Compliant,1
1683,2024-10-13,30.59,81.4,Compliant,1
1684,2024-11-13,56.23,55.31,Compliant,1
1685,2024-10-17,12.72,60.05,Compliant,1
1686,2024-12-14,41.35,30.62,Compliant,1
1687,2025-02-22,24.14,57.57,Non-Compliant,1
1688,2024-11-21,67.1,49.87,Compliant,1
1689,2025-03-26,53.6,49.57,Compliant,1
1690,2024-12-22,59.18,23.04,Compliant,1
1691,2024-12-10,42.95,89.59,Compliant,1
1692,2025-02-24,49.47,35.89,Compliant,1
1693,2025-02-01,43.16,49.14,Compliant,1
1694,2024-11-03,31.55,25.28,Compliant,1
1695,2025-03-07,66.57,26.03,Compliant,1
1696,2025-01-14,50.55,26.38,Compliant,1
1697,2024-10-29,27.64,85.98,Compliant,1
1698,2025-03-25,16.52,22.87,Compliant,1
1699,2025-02-13,24.75,43.52,Compliant,1
1700,2024-12-07,40.84,46.99,Compliant,1
1701,2024-12-31,30.23,40.25,Compliant,1
1702,2024-11-21,54.0,37.61,Compliant,1
1703,2024-12-14,44.18,46.41,Compliant,1
1704,2024-12-21,36.26,30.24,Non-Compliant,1
1705,2024-12-24,40.02,73.63,Non-Compliant,0
1706,2025-01-19,38.15,86.14,Non-Compliant,1
1707,2024-11-27,36.49,80.0,Non-Compliant,1
1708,2024-11-30,45.78,16.5,Compliant,1
1709,2025-03-17,32.29,15.12,Compliant,1
1710,2025-01-04,22.49,23.6,Compliant,1
1711,2024-10-17,51.22,65.77,Compliant,1
1712,2024-12-20,28.07,44.57,Compliant,1
1713,2024-10-15,58.61,100.0,Compliant,1
1714,2025-01-11,37.53,55.49,Compliant,1
1715,2025-02-16,33.3,76.36,Compliant,1
1716,2024-12-22,25.98,76.71,Compliant,1
1717,2025-01-04,35.36,35.02,Compliant,1
1718,2024-12-09,45.25,38.21,Non-Compliant,1
1719,2024-12-21,28.16,85.89,Compliant,1
1720,2025-01-29,51.05,20.8,Compliant,1
1721,2025-03-25,23.4,51.8,Compliant,1
1722,2024-10-13,53.72,68.94,Compliant,1
1723,2025-01-27,41.65,64.53,Compliant,1
1724,2025-03-03,33.25,47.06,Non-Compliant,1
1725,2024-10-08,45.76,46.22,Compliant,1
1726,2024-10-26,64.04,29.82,Compliant,1
1727,2025-01-21,57.3,36.6,Compliant,0
1728,2025-02-19,45.47,87.61,Compliant,1
1729,2025-03-18,54.04,59.07,Non-Compliant,1
1730,2025-02-11,33.65,42.71,Compliant,1
1731,2025-02-21,30.55,67.36,Compliant,0
1732,2024-11-03,50.68,45.82,Compliant,1
1733,2024-11-09,43.57,33.14,Non-Compliant,1
1734,2025-02-17,35.65,43.34,Compliant,1
1735,2025-02-06,52.1,26.7,Compliant,1
1736,2024-10-29,40.66,86.9,Compliant,1
1737,2024-12-21,59.27,67.55,Compliant,1
1738,2025-03-26,8.28,67.4,Non-Compliant,1
1739,2025-02-21,32.41,44.22,Compliant,1
1740,2025-01-07,53.85,53.81,Non-Compliant,1
1741,2025-02-14,64.79,45.07,Compliant,1
1742,2025-01-16,59.91,26.72,Non-Compliant,1
1743,2024-11-08,30.51,73.03,Compliant,1
1744,2025-03-15,59.01,70.89,Compliant,1
1745,2024-10-06,12.82,62.95,Non-Compliant,1
1746,2024-12-29,26.2,55.54,Compliant,1
1747,2024-12-20,36.12,37.28,Compliant,1
1748,2024-12-27,46.81,61.66,Compliant,1
1749,2024-12-13,25.28,35.53,Compliant,1
1750,2024-11-28,37.93,38.27,Non-Compliant,1
1751,2024-10-03,60.44,35.68,Compliant,1
1752,2025-02-24,22.38,41.93,Compliant,0
1753,2025-03-04,21.2,39.98,Compliant,1
1754,2024-10-25,28.15,69.58,Compliant,1
1755,2024-12-23,75.82,34.74,Compliant,1
1756,2025-02-28,46.29,54.74,Compliant,1
1757,2025-02-01,27.13,67.15,Compliant,1
1758,2024-12-02,53.79,79.27,Compliant,1
1759,2024-11-19,12.46,62.66,Non-Compliant,1
1760,2025-02-13,38.04,16.93,Compliant,1
1761,2025-01-28,42.02,50.4,Compliant,1
1762,2025-03-28,56.68,69.28,Non-Compliant,1
1763,2025-01-09,18.4,35.33,Compliant,1
1764,2024-11-11,59.26,81.57,Compliant,1
1765,2024-12-02,55.39,81.13,Compliant,1
1766,2025-03-08,60.04,65.06,Compliant,1
1767,2025-01-13,21.99,74.1,Compliant,1
1768,2024-11-28,66.02,79.19,Non-Compliant,1
1769,2025-01-03,11.78,56.26,Compliant,0
1770,2024-12-29,21.22,72.57,Compliant,1
1771,2024-12-27,42.67,31.94,Compliant,1
1772,2024-11-20,34.33,69.51,Compliant,1
1773,2025-02-10,19.89,62.9,Compliant,1
1774,2024-11-21,75.45,100.0,Compliant,1
1775,2025-02-17,14.55,47.28,Non-Compliant,1
1776,2025-01-10,13.96,80.51,Compliant,1
1777,2025-02-28,44.88,74.01,Non-Compliant,1
1778,2025-01-28,39.18,52.85,Compliant,1
1779,2024-11-21,18.06,18.74,Compliant,1
1780,2025-01-16,72.7,47.01,Compliant,1
1781,2024-12-15,41.55,52.76,Compliant,1
1782,2025-02-08,31.46,74.09,Compliant,1
1783,2025-03-01,39.99,60.58,Compliant,1
1784,2024-12-18,16.41,55.68,Compliant,1
1785,2025-01-03,56.32,71.48,Non-Compliant,1
1786,2025-03-19,43.91,70.49,Non-Compliant,1
1787,2025-02-26,36.27,74.38,Compliant,1
1788,2025-01-27,39.98,37.98,Compliant,1
1789,2024-12-24,26.68,74.41,Compliant,0
1790,2025-01-27,57.04,81.04,Compliant,1
1791,2025-03-02,30.2,100.0,Compliant,1
1792,2024-10-12,31.66,64.92,Compliant,1
1793,2024-11-17,42.98,76.81,Compliant,1
1794,2025-01-09,9.91,64.19,Non-Compliant,1
1795,2024-12-13,48.26,67.65,Compliant,1
1796,2024-10-29,39.58,76.83,Compliant,1
1797,2025-03-06,47.98,22.63,Compliant,1
1798,2025-03-23,36.38,60.88,Compliant,1
1799,2024-10-09,27.37,61.52,Non-Compliant,1
1800,2024-11-01,41.72,42.88,Compliant,1
1801,2025-02-18,54.89,24.3,Compliant,1
1802,2025-01-18,31.69,45.73,Compliant,1
1803,2024-12-14,52.45,61.32,Compliant,1
1804,2025-01-06,35.52,50.76,Compliant,1
1805,2024-11-23,33.15,60.68,Compliant,1
1806,2025-02-01,53.28,36.38,Compliant,1
1807,2025-01-24,45.2,58.06,Non-Compliant,0
1808,2025-03-06,19.46,61.85,Compliant,1
1809,2025-03-28,36.98,29.77,Compliant,1
1810,2025-03-26,22.57,27.63,Non-Compliant,1
1811,2025-01-03,47.91,71.01,Compliant,1
1812,2025-03-18,26.35,57.65,Non-Compliant,1
1813,2024-10-12,42.41,34.63,Compliant,1
1814,2024-11-04,47.79,46.71,Compliant,1
1815,2025-01-21,47.94,64.46,Non-Compliant,1
1816,2024-10-04,31.79,36.6,Compliant,1
1817,2024-11-14,40.73,85.88,Compliant,1
1818,2024-11-18,29.54,66.21,Compliant,1
1819,2025-02-04,33.64,71.59,Compliant,1
1820,2025-02-23,25.77,58.44,Non-Compliant,1
1821,2024-11-15,40.84,67.18,Non-Compliant,1
1822,2025-01-20,47.17,97.32,Compliant,1
1823,2024-10-15,27.35,46.2,Non-Compliant,1
1824,2024-11-27,27.43,47.25,Compliant,1
1825,2025-02-28,63.93,97.12,Compliant,1
1826,2025-02-28,27.4,81.01,Compliant,1
1827,2024-12-24,50.78,51.56,Compliant,1
1828,2025-03-03,55.11,39.31,Compliant,1
1829,2025-03-11,44.27,46.69,Compliant,1
1830,2025-02-02,45.47,95.67,Compliant,1
1831,2024-11-10,41.07,56.8,Compliant,0
1832,2024-11-26,19.53,76.08,Compliant,1
1833,2024-10-25,56.06,59.81,Compliant,0
1834,2024-11-13,33.3,61.44,Compliant,1
1835,2025-02-18,52.49,66.89,Non-Compliant,1
1836,2024-11-23,39.66,52.6,Non-Compliant,1
1837,2024-10-27,47.18,49.89,Non-Compliant,0
1838,2024-10-08,44.08,86.64,Compliant,1
1839,2025-03-20,33.0,50.67,Non-Compliant,1
1840,2025-01-28,51.87,65.52,Compliant,1
1841,2024-12-16,19.96,76.53,Compliant,1
1842,2024-12-23,58.46,66.43,Compliant,1
1843,2024-10-05,56.53,70.23,Compliant,1
1844,2024-11-28,36.02,22.39,Compliant,0
1845,2025-03-04,43.77,59.69,Compliant,1
1846,2024-10-19,36.2,80.75,Compliant,1
1847,2024-12-04,27.55,100.0,Compliant,1
1848,2024-12-07,38.71,78.34,Compliant,1
1849,2024-12-05,44.09,60.2,Compliant,1
1850,2025-03-03,59.97,66.78,Compliant,1
1851,2024-11-02,37.01,69.57,Non-Compliant,1
1852,2025-03-15,40.15,14.27,Non-Compliant,1
1853,2025-02-12,59.59,31.92,Non-Compliant,0
1854,2024-10-05,47.62,57.88,Compliant,1
1855,2025-02-14,19.05,53.45,Non-Compliant,1
1856,2025-02-18,39.54,47.5,Compliant,1
1857,2025-03-17,52.55,62.77,Compliant,1
1858,2024-11-17,76.86,65.08,Compliant,1
1859,2024-11-15,42.78,24.32,Compliant,1
1860,2024-12-03,8.76,27.53,Compliant,1
1861,2024-10-29,12.69,46.7,Non-Compliant,1
1862,2024-10-18,29.7,66.26,Non-Compliant,1
1863,2025-03-07,25.78,50.89,Compliant,0
1864,2024-10-19,52.42,44.18,Compliant,1
1865,2025-03-25,68.06,83.59,Compliant,1
1866,2024-10-09,51.63,68.34,Compliant,1
1867,2024-10-01,53.6,51.5,Compliant,1
1868,2024-11-08,49.92,91.13,Non-Compliant,1
1869,2024-11-24,45.44,57.02,Compliant,1
1870,2024-11-21,28.59,74.11,Compliant,1
1871,2024-12-03,51.83,35.76,Compliant,1
1872,2024-10-24,34.52,27.04,Compliant,1
1873,2024-10-27,52.41,38.88,Compliant,1
1874,2025-01-23,46.49,65.72,Compliant,1
1875,2024-12-05,40.0,52.44,Compliant,1
1876,2025-01-27,28.85,51.58,Compliant,1
1877,2024-12-01,38.93,59.71,Compliant,1
1878,2025-02-21,31.27,58.05,Non-Compliant,1
1879,2025-02-17,14.12,79.58,Compliant,1
1880,2024-11-09,23.36,43.9,Compliant,1
1881,2024-10-10,44.4,26.55,Non-Compliant,1
1882,2024-11-24,1.0,87.72,Compliant,1
1883,2024-12-18,75.64,45.65,Compliant,1
1884,2024-12-28,32.44,79.09,Compliant,1
1885,2024-10-04,52.87,63.06,Compliant,1
1886,2025-02-04,7.57,84.39,Compliant,1
1887,2024-10-23,25.3,42.55,Compliant,1
1888,2025-01-09,55.92,72.42,Compliant,1
1889,2024-11-18,46.26,49.39,Non-Compliant,1
1890,2025-01-14,34.07,41.62,Compliant,1
1891,2024-10-04,69.82,88.62,Compliant,1
1892,2025-02-06,18.81,40.08,Non-Compliant,1
1893,2025-03-16,56.43,39.18,Compliant,1
1894,2025-02-08,33.56,32.65,Compliant,1
1895,2024-11-26,27.28,46.05,Non-Compliant,1
1896,2024-11-28,10.5,58.17,Non-Compliant,1
1897,2025-01-20,12.65,51.74,Compliant,1
1898,2025-01-26,42.1,62.77,Compliant,1
1899,2024-10-18,41.14,23.4,Compliant,1
1900,2025-02-26,28.59,54.22,Compliant,1
1901,2024-11-25,36.94,26.5,Compliant,1
1902,2025-03-29,37.77,46.2,Compliant,1
1903,2025-02-03,32.94,50.24,Non-Compliant,1
1904,2025-02-13,24.98,54.37,Compliant,1
1905,2024-10-25,47.92,62.18,Compliant,1
1906,2025-03-09,58.68,29.76,Compliant,1
1907,2025-01-28,45.63,46.03,Compliant,1
1908,2024-12-09,46.54,100.0,Compliant,1
1909,2024-11-09,51.34,53.43,Compliant,1
1910,2024-12-23,36.51,51.14,Compliant,1
1911,2025-03-06,30.36,16.52,Compliant,1
1912,2025-03-12,10.15,58.35,Compliant,1
1913,2024-12-22,31.71,23.25,Compliant,1
1914,2025-01-11,30.54,5.37,Non-Compliant,1
1915,2025-03-10,24.22,63.8,Compliant,1
1916,2025-01-07,43.52,63.68,Compliant,1
1917,2025-01-14,37.1,22.72,Compliant,1
1918,2025-01-10,46.4,26.9,Compliant,0
1919,2025-03-23,23.13,39.36,Compliant,0
1920,2025-03-08,17.13,93.84,Non-Compliant,1
1921,2024-12-07,50.02,60.59,Compliant,1
1922,2025-03-17,52.39,66.53,Compliant,1
1923,2024-11-11,27.38,79.58,Compliant,0
1924,2025-03-21,34.65,85.46,Compliant,1
1925,2024-10-17,44.11,57.89,Compliant,1
1926,2025-02-25,48.7,64.14,Compliant,1
1927,2025-01-24,13.65,55.34,Compliant,1
1928,2025-02-01,54.77,15.5,Compliant,1
1929,2024-11-13,20.07,60.78,Compliant,1
1930,2025-02-22,18.95,44.08,Compliant,1
1931,2024-10-27,33.8,1.0,Non-Compliant,1
1932,2025-02-28,33.5,39.42,Compliant,1
1933,2024-11-27,40.42,45.11,Compliant,0
1934,2024-12-31,42.35,73.31,Compliant,1
1935,2025-01-09,65.44,51.84,Compliant,1
1936,2025-01-02,26.32,40.05,Compliant,1
1937,2025-03-22,55.97,28.55,Compliant,1
1938,2025-03-06,17.84,50.37,Compliant,1
1939,2025-02-19,21.44,57.86,Compliant,1
1940,2025-02-13,25.9,66.03,Compliant,1
1941,2024-11-15,11.05,71.28,Non-Compliant,1
1942,2025-03-04,46.71,26.34,Compliant,0
1943,2024-12-09,58.29,59.91,Compliant,1
1944,2025-02-12,53.6,51.53,Non-Compliant,1
1945,2024-10-26,16.87,49.74,Compliant,1
1946,2025-03-19,74.2,58.96,Compliant,1
1947,2024-10-30,41.67,89.09,Compliant,1
1948,2024-10-06,63.17,49.01,Compliant,1
1949,2024-12-06,37.91,57.02,Compliant,1
1950,2024-12-22,38.07,34.96,Compliant,1
1951,2024-11-04,34.36,32.82,Compliant,1
1952,2024-11-04,70.98,31.84,Compliant,1
1953,2024-10-05,60.82,23.01,Compliant,1
1954,2025-01-10,39.13,41.51,Compliant,1
1955,2024-10-06,35.18,90.22,Non-Compliant,1
1956,2025-01-01,51.18,38.98,Compliant,1
1957,2024-10-23,12.05,48.16,Compliant,1
1958,2024-11-28,7.4,26.6,Non-Compliant,1
1959,2025-03-28,24.46,50.52,Compliant,1
1960,2025-01-09,45.64,33.19,Compliant,1
1961,2024-11-01,55.92,48.08,Compliant,1
1962,2024-10-01,21.34,47.94,Compliant,1
1963,2025-03-26,63.07,52.59,Compliant,1
1964,2024-10-28,31.96,77.13,Compliant,0
1965,2025-01-22,46.4,90.66,Compliant,0
1966,2025-03-14,31.91,90.46,Compliant,1
1967,2024-10-29,38.25,57.16,Compliant,1
1968,2025-02-24,67.09,58.45,Compliant,1
1969,2025-01-20,31.96,56.87,Compliant,1
1970,2025-01-16,25.88,70.38,Compliant,1
1971,2024-10-19,50.0,41.21,Compliant,1
1972,2025-03-28,54.61,34.65,Non-Compliant,1
1973,2025-01-25,17.38,14.91,Compliant,1
1974,2024-10-15,45.51,72.83,Compliant,1
1975,2025-03-01,48.05,59.48,Compliant,0
1976,2025-01-13,66.18,38.57,Compliant,1
1977,2024-11-22,33.96,87.11,Compliant,0
1978,2025-01-23,60.2,41.77,Compliant,1
1979,2024-10-07,42.42,85.17,Compliant,1
1980,2024-12-31,35.51,37.56,Compliant,1
1981,2024-12-15,28.86,58.63,Compliant,1
1982,2024-12-29,47.45,63.8,Compliant,1
1983,2025-01-07,22.48,44.37,Non-Compliant,1
1984,2024-12-07,23.61,29.18,Compliant,1
1985,2024-11-03,49.07,55.63,Compliant,1
1986,2024-10-07,67.71,39.47,Compliant,1
1987,2025-01-05,18.72,23.33,Compliant,0
1988,2025-02-17,29.01,18.71,Compliant,1
1989,2024-11-27,44.39,58.73,Compliant,1
1990,2024-11-21,31.71,8.99,Compliant,0
1991,2025-01-30,11.8,49.15,Compliant,1
1992,2024-11-25,27.18,70.14,Compliant,1
1993,2024-12-21,47.34,24.74,Compliant,1
1994,2024-10-03,35.8,27.95,Compliant,1
1995,2025-02-18,45.5,61.28,Compliant,1
1996,2025-01-04,19.54,1.87,Compliant,1
1997,2024-12-02,45.04,53.57,Compliant,1
1998,2025-02-10,8.57,45.12,Compliant,1
1999,2025-03-02,51.72,83.77,Compliant,1
2000,2024-12-25,60.52,86.91,Compliant,1
2001,2025-01-23,19.1,61.53,Compliant,1
2002,2025-01-23,31.42,40.87,Compliant,1
2003,2024-12-11,17.76,56.51,Compliant,1
2004,2024-11-21,41.38,72.43,Non-Compliant,1
2005,2025-01-04,42.29,68.91,Compliant,1
2006,2024-10-05,19.93,7.77,Compliant,1
2007,2025-01-08,31.32,25.46,Compliant,1
2008,2024-11-28,56.15,69.98,Compliant,1
2009,2024-10-25,48.35,29.23,Non-Compliant,1
2010,2024-12-19,42.93,61.63,Compliant,1
2011,2024-12-27,56.46,71.23,Compliant,1
2012,2024-10-14,67.08,66.82,Compliant,1
2013,2024-11-21,42.07,64.51,Compliant,1
2014,2024-10-25,44.61,45.09,Compliant,1
2015,2024-12-11,35.76,27.27,Compliant,1
2016,2024-11-25,42.56,90.81,Compliant,1
2017,2024-11-06,29.42,16.07,Compliant,1
2018,2025-02-11,14.71,57.24,Compliant,1
2019,2025-03-02,51.98,43.58,Compliant,1
2020,2025-02-25,50.46,81.41,Non-Compliant,1
2021,2024-10-23,41.05,55.54,Compliant,1
2022,2024-11-26,41.9,37.39,Compliant,1
2023,2025-01-26,29.56,45.47,Compliant,1
2024,2024-12-20,58.04,72.62,Compliant,1
2025,2024-11-30,21.78,76.24,Non-Compliant,0
2026,2024-11-24,61.13,67.84,Compliant,1
2027,2024-12-19,48.76,57.02,Compliant,1
2028,2024-10-20,44.38,35.46,Compliant,1
2029,2024-10-03,45.27,40.27,Compliant,1
2030,2024-12-04,55.2,64.09,Non-Compliant,1
2031,2024-11-06,31.57,75.16,Non-Compliant,0
2032,2025-03-12,51.79,25.2,Non-Compliant,1
2033,2025-02-01,34.01,20.7,Compliant,1
2034,2024-10-16,46.98,50.72,Compliant,1
2035,2025-01-20,16.39,59.49,Non-Compliant,1
2036,2024-10-04,29.88,58.16,Non-Compliant,1
2037,2024-10-03,66.32,65.54,Non-Compliant,1
2038,2025-01-16,59.98,44.12,Compliant,1
2039,2024-10-17,64.73,79.54,Compliant,1
2040,2025-03-21,57.11,85.14,Compliant,1
2041,2025-01-06,30.49,65.47,Compliant,1
2042,2025-03-19,32.36,44.59,Compliant,1
2043,2025-01-06,54.84,1.0,Non-Compliant,1
2044,2025-02-22,56.2,41.48,Compliant,0
2045,2024-10-24,60.79,57.54,Compliant,1
2046,2025-03-14,42.9,67.59,Compliant,1
2047,2024-10-02,39.03,47.75,Compliant,1
2048,2025-01-28,57.94,52.69,Compliant,1
2049,2024-10-14,17.09,88.63,Compliant,1
2050,2025-02-15,37.47,32.86,Compliant,1
2051,2024-10-15,36.14,21.5,Compliant,1
2052,2024-11-06,36.31,6.88,Compliant,1
2053,2024-11-27,59.88,73.93,Compliant,1
2054,2025-03-23,49.28,28.06,Compliant,1
2055,2024-12-21,41.85,47.76,Compliant,0
2056,2024-11-25,17.11,71.22,Non-Compliant,0
2057,2024-10-13,22.99,85.75,Compliant,1
2058,2025-03-12,52.12,55.84,Compliant,1
2059,2025-03-13,43.82,34.73,Non-Compliant,1
2060,2024-12-13,58.42,61.79,Compliant,1
2061,2025-01-01,29.32,33.63,Compliant,1
2062,2025-03-11,40.64,53.43,Non-Compliant,1
2063,2024-10-24,37.48,26.86,Compliant,1
2064,2024-10-27,53.28,38.09,Compliant,1
2065,2024-12-13,70.92,99.85,Compliant,1
2066,2025-02-17,31.56,76.36,Compliant,0
2067,2025-02-20,9.46,41.38,Non-Compliant,1
2068,2024-10-03,47.31,46.04,Compliant,1
2069,2024-10-28,46.21,69.31,Compliant,1
2070,2024-10-09,12.76,46.62,Non-Compliant,1
2071,2025-03-16,25.2,79.23,Compliant,1
2072,2024-10-30,33.41,23.5,Compliant,1
2073,2024-11-26,57.16,53.55,Compliant,0
2074,2024-10-23,24.54,38.9,Compliant,1
2075,2025-03-07,35.98,60.07,Non-Compliant,0
2076,2024-12-03,10.47,57.35,Compliant,1
2077,2025-02-21,47.31,55.44,Compliant,1
2078,2025-01-28,21.37,63.47,Non-Compliant,1
2079,2025-03-13,72.6,60.43,Compliant,1
2080,2024-10-30,27.24,32.16,Compliant,1
2081,2024-11-15,54.24,52.71,Compliant,1
2082,2025-01-09,48.04,52.78,Compliant,0
2083,2024-12-19,27.0,53.96,Non-Compliant,1
